command,mean,stddev,median,user,system,min,max
bedtools sample -i data/large.bed -n 1000000 > /dev/null,2.15242455078,0.05691684391450252,2.15394994688,2.0217045799999998,0.06334356000000001,2.06669194638,2.2405036553800004
