command,mean,stddev,median,user,system,min,max
gia extend -i data/large.bed -t 1000 > /dev/null,0.6288215483999998,0.07506326148586256,0.6088772524999999,0.5654174399999998,0.04206248,0.5921503355,0.8408475855
