command,mean,stddev,median,user,system,min,max
gia intersect -a data/a.sorted.bed -b data/b.sorted.bed --stream > /dev/null,0.48464108278000007,0.008449104249320294,0.48050673698,0.4625353400000001,0.02026876,0.47779375748,0.49884009148
