command,mean,stddev,median,user,system,min,max
gia random -n 10000 -g data/genome.txt > /dev/null,0.004475273285945945,0.00025937851565804474,0.004437576039999999,0.0029715183783783784,0.0010203318918918923,0.0038368675399999995,0.00558815854
