command,mean,stddev,median,user,system,min,max
gia merge -i data/large_stranded.bed -r > /dev/null,1.00075727436,0.019619817002042062,1.00452806636,0.8802481199999999,0.08662405999999999,0.9755762738600001,1.02351069086
